Ponto,Projeto,Equipe,Data/hora,Espécie,Poste,Área,Altura (m),DAP (cm),Acesso,Dist. BT (cm),Dist. MT (cm),Dist. AT (cm),Latitude,Longitude,Qtd fotos,Foto (link),Sincronizado
V20260902084513266484222,Rota Itacajá,Enecol Centro,"01/09/2026, 14:31:46",Oiti,843536,URBANO,5,70,Sim,300,300,0,-8.3904667,-47.7693183,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260902084513266484222F1.jpg,Não
V20260902084523392842340,Rota Itacajá,Enecol Centro,"01/09/2026, 14:32:33",Oiti,843536,URBANO,5,55,Sim,300,300,0,-8.390375,-47.7692683,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260902084523392842340F1.jpg,Não
V20260902084534979115980,Rota Itacajá,Enecol Centro,"01/09/2026, 14:33:48",Oiti,843536,URBANO,5.5,55,Sim,300,300,0,-8.3903433,-47.7692667,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260902084534979115980F1.jpg,Não
V20260902084544806886068,Rota Itacajá,Enecol Centro,"01/09/2026, 14:34:52",Oiti,137670,URBANO,5.5,70,Sim,300,300,0,-8.3902967,-47.7692483,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260902084544806886068F1.jpg,Sim
V20260902084552722009306,Rota Itacajá,Enecol Centro,"01/09/2026, 14:36:25",Oiti,843540,URBANO,5,65,Sim,300,300,0,-8.3900033,-47.7690517,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260902084552722009306F1.jpg,Sim
V20260902084602113697274,Rota Itacajá,Enecol Centro,"01/09/2026, 14:37:12",Oiti,843540,URBANO,6.5,65,Sim,200,300,0,-8.3899683,-47.7690567,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260902084602113697274F1.jpg,Sim
V20260902084613391194374,Rota Itacajá,Enecol Centro,"01/09/2026, 14:38:20",Oiti,843540,URBANO,5.5,70,Sim,250,300,0,-8.389755,-47.76897,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260902084613391194374F1.jpg,Sim
V20260902084620745544674,Rota Itacajá,Enecol Centro,"01/09/2026, 14:39:21",Oiti,843541,URBANO,5.5,55,Sim,300,300,0,-8.389625,-47.7689317,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260902084620745544674F1.jpg,Não
V20260902084627529707999,Rota Itacajá,Enecol Centro,"01/09/2026, 14:42:11",Outros,841590,URBANO,8.5,50,Sim,250,250,0,-8.3899545,-47.7684335,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260902084627529707999F1.jpg,Sim
V20260902084640130178245,Rota Itacajá,Enecol Centro,"01/09/2026, 14:43:17",Oiti,841590,URBANO,8,55,Sim,50,250,0,-8.3899967,-47.768355,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260902084640130178245F1.jpg,Sim
V20260902084651987312935,Rota Itacajá,Enecol Centro,"01/09/2026, 14:44:01",Oiti,843538,URBANO,8.5,50,Sim,50,200,0,-8.3900117,-47.7683333,3,https://raw.githubusercontent.com/LGRSV/vera-vegetacao/main/fotos/Enecol-Centro/VER20260902084651987312935F1.jpg,Sim
